timestamp,plataforma,ms_reproducido,conn_country,ip_addr,cancion,artista,album,spotify_track_uri,episodio,podcast,spotify_episode_uri,motivo_inicio,motivo_fin,modo_aleatorio,saltada,offline,offline_timestamp,incognito_mode,fecha,anio,mes,dia,hora,dia_semana,minutos,tipo
2019-11-05 19:54:45+00:00,Windows 7 (6.1.7601; x64; SP1; S),1154800,AR,181.21.143.118,To Blossom Blue,Lake Of Tears,Forever Autumn,spotify:track:0kmwnmANn1ds5clFxVaiXJ,,,,clickrow,logout,True,False,False,,False,2019-11-05,2019,11,5,19,Tuesday,19.25,cancion
2019-11-05 19:58:25+00:00,Windows 7 (6.1.7601; x64; SP1; S),161750,AR,181.21.143.118,To Blossom Blue,Lake Of Tears,Forever Autumn,spotify:track:0kmwnmANn1ds5clFxVaiXJ,,,,appload,endplay,True,False,False,,False,2019-11-05,2019,11,5,19,Tuesday,2.7,cancion
2019-11-05 20:02:56+00:00,Windows 7 (6.1.7601; x64; SP1; S),270714,AR,181.21.143.118,STARGAZING,Travis Scott,ASTROWORLD,spotify:track:7wBJfHzpfI3032CSD7CE2m,,,,clickrow,trackdone,True,False,False,,False,2019-11-05,2019,11,5,20,Tuesday,4.51,cancion
2019-11-05 20:06:12+00:00,Windows 7 (6.1.7601; x64; SP1; S),196138,AR,181.21.143.118,5% TINT,Travis Scott,ASTROWORLD,spotify:track:11kDth1aKUEUMq9r1pqyds,,,,trackdone,trackdone,True,False,False,,False,2019-11-05,2019,11,5,20,Tuesday,3.27,cancion
2019-11-05 20:11:26+00:00,Windows 7 (6.1.7601; x64; SP1; S),312820,AR,181.21.143.118,SICKO MODE,Travis Scott,ASTROWORLD,spotify:track:2xLMifQCjDGFmkHkpNLD9h,,,,trackdone,trackdone,True,False,False,,False,2019-11-05,2019,11,5,20,Tuesday,5.21,cancion
2019-11-05 20:14:55+00:00,Windows 7 (6.1.7601; x64; SP1; S),209115,AR,181.21.143.118,COFFEE BEAN,Travis Scott,ASTROWORLD,spotify:track:6vnfObZ4Ys70SBAtti1xZ9,,,,trackdone,trackdone,True,False,False,,False,2019-11-05,2019,11,5,20,Tuesday,3.49,cancion
2019-11-05 21:38:23+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",7870,AR,186.12.12.178,Everest,AMBKOR,Aullidos,spotify:track:7e8v8o6CrNFySfnMTO6YiM,,,,fwdbtn,unexpected-exit-while-paused,False,False,False,,False,2019-11-05,2019,11,5,21,Tuesday,0.13,cancion
2019-11-05 21:41:54+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",194922,AR,181.21.143.118,Everest,AMBKOR,Aullidos,spotify:track:7e8v8o6CrNFySfnMTO6YiM,,,,appload,trackdone,False,False,False,,False,2019-11-05,2019,11,5,21,Tuesday,3.25,cancion
2019-11-05 21:45:30+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",188248,AR,181.21.143.118,Freedom,Ricky Hombre Libre,Freedom,spotify:track:35bVer2kaCXtiZxiBPTCCD,,,,trackdone,trackdone,False,False,False,,False,2019-11-05,2019,11,5,21,Tuesday,3.14,cancion
2019-11-05 21:46:19+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",47552,AR,181.21.143.118,2000 Clavos,Hard GZ,Kaos Nomada,spotify:track:3Qi9u5u9OZdBCaSyjqEYIn,,,,trackdone,endplay,False,False,False,,False,2019-11-05,2019,11,5,21,Tuesday,0.79,cancion
2019-11-05 21:50:49+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",270699,AR,181.21.143.118,STARGAZING,Travis Scott,ASTROWORLD,spotify:track:7wBJfHzpfI3032CSD7CE2m,,,,clickrow,trackdone,False,False,False,,False,2019-11-05,2019,11,5,21,Tuesday,4.51,cancion
2019-11-05 21:51:22+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",31809,AR,181.21.143.118,Hop Out (feat. A$AP Ferg),A$AP Twelvyy,12,spotify:track:0wSeTpuEBS5uloIJ9tGhFi,,,,trackdone,endplay,False,False,False,,False,2019-11-05,2019,11,5,21,Tuesday,0.53,cancion
2019-11-05 21:53:58+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",155415,AR,181.21.143.118,3500 (feat. Future & 2 Chainz),Travis Scott,Rodeo,spotify:track:1SGt65i9AnXYdDQt1AtDRH,,,,clickrow,endplay,False,False,False,,False,2019-11-05,2019,11,5,21,Tuesday,2.59,cancion
2019-11-05 21:54:01+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",2392,AR,181.21.143.118,Ultraschall,Adriatique,Nude,spotify:track:11XF9OLSipjEOa1PMDO6SG,,,,clickrow,endplay,False,False,False,,False,2019-11-05,2019,11,5,21,Tuesday,0.04,cancion
2019-11-05 22:00:40+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",361351,AR,181.21.143.118,Upon the Highest Mountain,Lake Of Tears,Greater Art,spotify:track:125n2AdrNgS3ySbgECviZS,,,,clickrow,endplay,False,False,False,,False,2019-11-05,2019,11,5,22,Tuesday,6.02,cancion
2019-11-05 22:00:44+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",3821,AR,181.21.143.118,what i got,guardin,what i got,spotify:track:7sgxxcpYukTLJZUXVfBV8S,,,,clickrow,endplay,False,False,False,,False,2019-11-05,2019,11,5,22,Tuesday,0.06,cancion
2019-11-05 22:02:10+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",85593,AR,181.21.143.118,"Aleman: Bzrp Music Sessions, Vol. 15",Bizarrap,"Aleman: Bzrp Music Sessions, Vol. 15",spotify:track:7xRWmHZ2wt3zDgM5mAL0JU,,,,clickrow,endplay,False,False,False,,False,2019-11-05,2019,11,5,22,Tuesday,1.43,cancion
2019-11-05 22:03:52+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",102034,AR,181.21.143.118,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,spotify:track:3eekarcy7kvN4yt5ZFzltW,,,,clickrow,endplay,False,False,False,,False,2019-11-05,2019,11,5,22,Tuesday,1.7,cancion
2019-11-05 22:07:43+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",231318,AR,181.21.143.118,CLOUT COBAIN | CLOUT CO13A1N,Denzel Curry,TA13OO,spotify:track:2LNMhZ3YijTO7USmqjgJfG,,,,clickrow,trackdone,False,False,False,,False,2019-11-05,2019,11,5,22,Tuesday,3.86,cancion
2019-11-05 22:09:37+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",112401,AR,181.21.143.118,"Aleman: Bzrp Music Sessions, Vol. 15",Bizarrap,"Aleman: Bzrp Music Sessions, Vol. 15",spotify:track:7xRWmHZ2wt3zDgM5mAL0JU,,,,trackdone,endplay,False,False,False,,False,2019-11-05,2019,11,5,22,Tuesday,1.87,cancion
2019-11-05 22:10:13+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",35823,AR,181.21.143.118,Bastards,Machine Head,Catharsis,spotify:track:3Yr2GeWCWCmCd5UJ8qWD0s,,,,clickrow,endplay,False,False,False,,False,2019-11-05,2019,11,5,22,Tuesday,0.6,cancion
2019-11-05 22:11:04+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",49858,AR,181.21.143.118,Sail,DevilDriver,Winter Kills,spotify:track:2KfWw8uwvCFOasBZ7xsmZo,,,,clickrow,backbtn,False,False,False,,False,2019-11-05,2019,11,5,22,Tuesday,0.83,cancion
2019-11-05 22:11:05+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",862,AR,181.21.143.118,The Light That Blinds,Shadows Fall,The War Within,spotify:track:2fnbCZHLXyrSdWhaRlBwQP,,,,backbtn,backbtn,False,False,False,,False,2019-11-05,2019,11,5,22,Tuesday,0.01,cancion
2019-11-05 22:12:32+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",86728,AR,181.21.143.118,The Hammer Has Fallen,Sabaton,Metalizer,spotify:track:7jRv9F8uUMMePtPslbgmur,,,,backbtn,fwdbtn,False,False,False,,False,2019-11-05,2019,11,5,22,Tuesday,1.45,cancion
2019-11-05 22:13:15+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",42774,AR,181.21.143.118,The Light That Blinds,Shadows Fall,The War Within,spotify:track:2fnbCZHLXyrSdWhaRlBwQP,,,,fwdbtn,endplay,False,False,False,,False,2019-11-05,2019,11,5,22,Tuesday,0.71,cancion
2019-11-05 22:14:06+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",50851,AR,181.21.143.118,Filosofia Callejera,Victor Rutty,Filosofia Callejera,spotify:track:6lcOuZkqHbY1kVJpy3fFta,,,,clickrow,endplay,False,False,False,,False,2019-11-05,2019,11,5,22,Tuesday,0.85,cancion
2019-11-05 22:15:15+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",68065,AR,181.21.143.118,Freedom,Ricky Hombre Libre,Freedom,spotify:track:35bVer2kaCXtiZxiBPTCCD,,,,clickrow,endplay,False,False,False,,False,2019-11-05,2019,11,5,22,Tuesday,1.13,cancion
2019-11-05 22:17:28+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",132530,AR,181.21.143.118,Vengo de Galicia,Ricky Hombre Libre,La Estrategia de la Tortuga,spotify:track:13XhHYkJE7VBVkFmk00fab,,,,clickrow,endplay,False,False,False,,False,2019-11-05,2019,11,5,22,Tuesday,2.21,cancion
2019-11-05 22:18:59+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",90098,AR,181.21.143.118,La tormenta,Ayax y Prok,Rojo y Negro,spotify:track:15mf4wJsBAKODHeMw95eEO,,,,clickrow,endplay,False,False,False,,False,2019-11-05,2019,11,5,22,Tuesday,1.5,cancion
2019-11-05 22:25:44+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",337521,AR,181.21.143.118,To Blossom Blue,Lake Of Tears,Forever Autumn,spotify:track:0kmwnmANn1ds5clFxVaiXJ,,,,clickrow,endplay,False,False,False,,False,2019-11-05,2019,11,5,22,Tuesday,5.63,cancion
2019-11-05 22:25:56+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",11332,AR,181.21.143.118,Bora Vocal,Rone,Spanish Breakfast,spotify:track:36OgYOMjRYkqtQDD8drsN7,,,,clickrow,endplay,False,False,False,,False,2019-11-05,2019,11,5,22,Tuesday,0.19,cancion
2019-11-05 22:26:04+00:00,"Android OS 9 API 28 (samsung, SM-A605GN)",6033,AR,181.21.143.118,Graal,Christian Löffler,Graal (Prologue),spotify:track:03kd50NYhi45Xa2jGyQtmn,,,,clickrow,endplay,False,False,False,,False,2019-11-05,2019,11,5,22,Tuesday,0.1,cancion
